服务中心名称,省份,销售地址,销售热线,链接,
云南万友汽车销售服务有限公司保山分公司,云南,云南省保山市隆阳区永昌路240号,0875-2235206,http://dealer.autohome.com.cn/99682,
云南万友汽车销售服务有限公司玉溪分公司,云南,云南省玉溪市高新区明珠路126号,0877-2061038,http://dealer.autohome.com.cn/85780,
云南万友汽车销售服务有限公司普洱分公司,云南,普洱市思茅区工业开发区北连接线普洱路,0879-2203577,http://dealer.autohome.com.cn/2028322,
云南万友汽车销售服务有限公司曲靖分公司,云南,云南省曲靖市麒麟区曲沾大道横三路古镇汽车市场D区7-8号,0874-3184122,http://dealer.autohome.com.cn/82269,
云南京润通汽车销售服务有限公司,云南,云南省昆明市盘龙区东三环路虹桥村东侧,0871-63857111,http://dealer.autohome.com.cn/62807,
文山万合瑞汽车销售服务有限公司,云南,云南省文山市城南大道国际汽车城内4SD-01号,0876-2626166,http://dealer.autohome.com.cn/2017785,
楚雄万合瑞汽车销售服务有限公司,云南,云南省楚雄市开发区楚雄滇中汽车城 ,0878-3028750,http://dealer.autohome.com.cn/2019854,
临沧万合汽车销售服务有限公司,云南,云南省临沧市临翔区缅宁大道南亚汽车主题园内,0883-2158899,http://dealer.autohome.com.cn/2020246,
德宏万合汽车销售服务有限公司,云南,云南省德宏州芒市团结大街228号宏利汽车城内,0692-2291877,http://dealer.autohome.com.cn/2018096,
贵阳京黔盛汽车销售有限公司,贵州,贵州省贵阳市花溪区孟关国际汽车城杨孟路4号,0851-88259998,http://dealer.autohome.com.cn/125835,
贵州万友汽车销售服务有限公司花溪分公司,贵州,贵州省贵阳市四方河路57号,0851-83710333,http://dealer.autohome.com.cn/10741,
贵州万友汽车销售服务有限公司凯里分公司,贵州,贵州省凯里市二龙路中国石油加油站对面,0855-8126802,http://dealer.autohome.com.cn/71357,
贵州思科劲达汽车销售服务有限公司,贵州,贵州省贵阳清镇市东门桥济辉汽车城,0851-82577290,http://dealer.autohome.com.cn/128585,
遵义市龙马汽车销售有限公司,贵州,贵州省遵义市遵义县龙坑汽博城9号楼,0851-27309228,http://dealer.autohome.com.cn/121985,
黔西南州长顺汽车销售服务有限责任公司,贵州,贵州省兴义市坪东大道西湖路交叉处,0859-3815118,http://dealer.autohome.com.cn/2028847,
成都万友翔宇汽车销售服务有限公司锦城分公司,四川,四川省成都市龙泉驿区驿都大道大面政府旁,028-88468800,http://dealer.autohome.com.cn/2017113,
四川省众诚实业有限责任公司双流分公司,四川,四川省成都市双流县东升镇龙桥路155号,028-85857144,http://dealer.autohome.com.cn/127360,
四川省众诚实业有限责任公司武侯分公司,四川,四川省成都市武侯区货运大道华勋汽车工业园,028-85373949,http://dealer.autohome.com.cn/126549,
四川省众诚实业有限责任公司郫县分公司,四川,四川省成都市郫县老成灌路文星村（郫县客运站对面）,028-87915730,http://dealer.autohome.com.cn/11837,
自贡四达翔荣汽车销售服务有限公司,四川,四川省自贡市自流井区汇东汇川路84号B栋,0813-8257052,http://dealer.autohome.com.cn/99694,
宜宾建中锦盛汽车销售服务有限公司,四川,宜宾市翠屏区翠柏大道东段36号,0831-8308988,http://dealer.autohome.com.cn/2004651,
西昌市新富通汽车销售服务有限公司,四川,四川省西昌市航天大道西客站段,0834-2189978,http://dealer.autohome.com.cn/65401,
广安骏安达汽车有限公司,四川,广安市建安北路蓝色港湾366号1-4号门市,0826-2678006,http://dealer.autohome.com.cn/114142,
乐山万丰车业有限责任公司,四川,四川省乐山市市中区通江镇王河村3组,0833-2454111,http://dealer.autohome.com.cn/86166,
遂宁骏骐汽车有限公司,四川,四川省遂宁市中国西部现代物流港工业园区,0825-5806668,http://dealer.autohome.com.cn/125378,
达州骏意汽车有限公司,四川,四川省达州市达县杨柳工业配套园区,0818-2322188,http://dealer.autohome.com.cn/124035,
阆中华智汽贸有限公司,四川,四川省阆中市七里新区七里大道389号,0817-6332999,http://dealer.autohome.com.cn/129266,
德阳富马汽车销售服务有限公司,四川,四川省德阳市八角井工业园区捷泰汽贸城,0838-2601828,http://dealer.autohome.com.cn/128317,
攀枝花市海客峰商贸有限责任公司,四川,四川省攀枝花市天宇路新车管所旁,0812-2226666,http://dealer.autohome.com.cn/2019844,
成都万友经济技术开发总公司巴中分公司,四川,四川省巴中市巴州区兴文开发区秦巴大道火车站旁,0827-5013511,http://dealer.autohome.com.cn/2030127,
重庆万友经济发展有限责任公司江南分公司,重庆,重庆市南岸区学府大道42（六公里）临街一楼A、B区,023-62751212,http://dealer.autohome.com.cn/15780,
重庆万友经济发展有限责任公司南坪分公司,重庆,南坪店地址：重庆市南岸区海峡路中石油加油站旁,023-62780666,http://dealer.autohome.com.cn/10729,
重庆鹰王汽车销售有限公司,重庆,"重庆市九龙坡区九龙园火炬大道13号
新店地址：重庆市九龙区创业大道1号",023-86172220,http://dealer.autohome.com.cn/60039,
重庆市潼南区鹰王源富汽车销售有限公司,重庆,重庆市潼南县工业园区C线,023-81650888,http://dealer.autohome.com.cn/2015796,
重庆万友经济发展有限责任公司长寿分公司,重庆,重庆市长寿区平湖路黄桷雅居旁,023-40464966,http://dealer.autohome.com.cn/2018985,
重庆市江津区宏达机车销售有限责任公司,重庆,重庆市江津区几江鼎山大道蜀果4号楼1-2-3号,023-47562130,http://dealer.autohome.com.cn/120795,
重庆万友经济发展有限责任公司大足分公司,重庆,重庆市大足区龙水镇工业园区,023-43402366,http://dealer.autohome.com.cn/2019375,
重庆万友经济发展有限责任公司铜梁分公司,重庆,重庆市铜梁县金龙大道,023-45697276,http://dealer.autohome.com.cn/2021656,
云南翔宇汽车销售服务有限公司,云南,云南省昆明市五华区二环西路C6-3地块附429号,0871-65090599,http://dealer.autohome.com.cn/124022,
昆明恒遥汽车销售有限公司,云南,云南省昆明市盘龙区郭家凹寺瓦路与金瓦路交汇处（朝九晚五小区旁）,0871-68529852,http://dealer.autohome.com.cn/124058,
云南万友汽车销售服务有限公司昭通分公司,云南,昭通市昭阳区太平办事处石渣河社区,0870-2228062,http://dealer.autohome.com.cn/99724,
云南万友汽车销售服务有限公司开远分公司,云南,开远市灵泉路与智源路交叉口,0873-7230128,http://dealer.autohome.com.cn/99726,
曲靖丰麒商贸有限公司,云南,云南省曲靖市沾益县西平镇太平村委会龙华大道东侧,0874-3035222,http://dealer.autohome.com.cn/126654,
贵州万友汽车销售服务有限公司兴义分公司,贵州,贵州省兴义市桔山路瑞金大道旁,0859-3330899,http://dealer.autohome.com.cn/112239,
贵州毕节贵安经贸有限公司,贵州,贵州省毕节市双山开发区小瓦路,0857-7187777,http://dealer.autohome.com.cn/2023356,
贵州安顺长安经贸有限公司,贵州,贵州省安顺市开发区王庄村委楼旁,0851-33323639,http://dealer.autohome.com.cn/2019729,
贵州胜鑫顺源汽车销售服务有限公司,贵州,贵州省清镇市红枫汽车城,0851-88202360,http://dealer.autohome.com.cn/2019790,
遵义市龙驹汽车销售有限公司,贵州,贵州省遵义市汇川区东联大道,0851-28607720,http://dealer.autohome.com.cn/2021836,
都江堰市宣池汽车销售服务有限公司,四川,四川省成都市都江堰市幸福镇永丰村二组,028-61947297,http://dealer.autohome.com.cn/116366,
四川鑫虹汽车贸易有限责任公司,四川,四川省成都市新津县花桥镇龚巷村,028-82438888,http://dealer.autohome.com.cn/129273,
成都再新汽车贸易有限公司,四川,成都市温江区公平镇太级路口,028-82637555,http://dealer.autohome.com.cn/129271,
广汉市车友汽车销售有限责任公司,四川,四川省广汉市中山大道南二段100号,0838-5105782,http://dealer.autohome.com.cn/99713,
西双版纳一捷经贸有限公司,云南,云南省西双版纳景洪工业园区（嘎栋片区）南溪大道6号,0691-8990000,http://dealer.autohome.com.cn/2004648,
丽江长安经贸有限公司,云南,云南省丽江市香格里拉大道万通汽车城内,0888-5110809,http://dealer.autohome.com.cn/13923,
贵州金恒生汽车服务有限公司,贵州,贵州省铜仁市莲花大道（铜仁高速路南收费站700米处）,0856-6990888,http://dealer.autohome.com.cn/118536,
遵义文安汽车贸易有限公司 ,贵州,贵州省遵义市汇川区董公寺镇和平村汇川汽车城11号地,0851-28798000,http://dealer.autohome.com.cn/2028729,
奉节县翔曜汽车销售有限公司 ,重庆,重庆市奉节县朱衣镇清水十字路口,023-56690000,http://dealer.bitauto.com/100115218/?leads_source=p036001,
成都万友翔宇汽车销售服务有限公司德阳分公司,四川,四川省德阳市旌阳区天元镇黄连桥村6组一环路西段 ,0838-2602800,http://dealer.bitauto.com/100029875/index.html,
遂宁万友翔宇汽车销售服务有限公司,四川,遂宁市船山区经济技术开发区明月路436号,0825-2331158,http://dealer.bitauto.com/100039792/index.html,
成都万友翔宇汽车销售服务有限公司攀枝花分公司,四川,攀枝花市仁和区渡仁西县迤沙拉大道631号（516台旁）,0812-2250516,http://dealer.bitauto.com/100034042/index.html,
雅安万友汽车销售服务有限公司,四川,四川省雅安市多营镇长安路32号,0835-2610786,http://dealer.bitauto.com/100047356/index.html,
成都万友经济技术开发总公司乐山分公司,四川,四川省乐山市绵竹镇高坝村1组,0833-2602501,http://dealer.bitauto.com/100034044/index.html,
成都万友经济技术开发总公司宜宾分公司,四川,四川省宜宾市翠屏区江北高速客运站侧面,0831-2381529,http://dealer.bitauto.com/100034045/index.html,
达州骏翔汽车有限公司,四川,四川省达州市西外金龙大道96号天悦名居A幢负一层2号,0818-2629666,http://dealer.bitauto.com/100075838/index.html,
自贡市四达汽车贸易有限公司,四川,四川省自贡市贡井区长土镇洞桥村9组,0813-8112211,http://dealer.bitauto.com/100028440/index.html,
广安骏德艾普汽车有限公司,四川,四川省广安市护安国际汽车园,0826-2820666,http://dealer.bitauto.com/100117829/index.html,
大邑县向阳汽车贸易有限公司,四川,四川省成都市大邑县晋原镇雪山大道一段156号,028-88220234,http://dealer.bitauto.com/100092183/index.html,
重庆万友经济发展有限责任公司永川分公司,重庆,重庆市永川区昌州大道中段629号,023-61177718,http://dealer.bitauto.com/100048852/index.html,
昭通万佳汽车销售有限公司,云南,云南省昭通市昭阳区工业园区XQ11-2号国际玩具城斜对面,0870-6637666,http://dealer.bitauto.com/100115241/index.html,
贵州万友汽车销售服务有限公司安顺分公司,贵州,贵州省安顺市西秀区货场路76号（新旧车交易市场内）,0851-33641982,http://dealer.bitauto.com/100049719/index.html,
成都万友翔宇汽车销售服务有限公司绵阳分公司,四川,四川省绵阳市经开区绵州大道中段6号,0816-6396111,http://dealer.bitauto.com/100034041/index.html,
成都万友翔宇汽车销售服务有限公司广元分公司,四川,四川省广元市市中区南河海口路8号,0839-3307337,http://dealer.bitauto.com/100034043/index.html,
泸州万友汽车服务有限公司,四川,四川省泸州市江阳区蓝安路川南国际汽车公园内,0830-6666689,http://dealer.bitauto.com/100034047/index.html,
成都万友翔宇汽车销售服务有限公司新都分公司,四川,四川省成都市新都区新东村3社,028-83039639,http://dealer.bitauto.com/100034046/index.html,
彭州市宏达车业有限公司,四川,四川省成都市彭州市天彭大道608号,028-83702992,http://dealer.bitauto.com/100056310/index.html,
内江万友汽车销售服务有限公司,四川,四川省内江市市中区甜城大道492号,0832-2202888,http://dealer.bitauto.com/100047349/index.html,
重庆骏德艾普汽车科技股份有限公司北碚分公司,重庆,重庆市北碚区金华路468号,023-68223558,http://dealer.bitauto.com/100106428/index.html,
云阳县宏泰物资有限责任公司,重庆,重庆市云阳县青龙街道移民大道808号,023-55522555,http://dealer.bitauto.com/100082801/index.html,
云南翔宇汽车销售服务有限公司玉溪分公司,云南,云南省玉溪市红塔区太极路中段（联元医院旁）,0877-8898186,http://dealer.bitauto.com/100085600/index.html,
云南万友汽车销售服务有限公司下关分公司,云南,云南省大理下关经济开发区大凤路天翼名车城旁,0872-2420666,http://dealer.bitauto.com/100104455/index.html,
贵州万友汽车销售服务有限公司,贵州,贵州省贵阳市花溪区孟关汽车城二期,0851-83960604,http://dealer.bitauto.com/100019077/index.html,
贵州万友汽车销售服务有限公司六盘水分公司,贵州,贵州省六盘水市钟山大道官寨搬迁街长安4S店,0858-8976386,http://dealer.bitauto.com/100106512/index.html,
贵州万友汽车销售服务有限公司毕节分公司,贵州,贵州省毕节市梨树镇二堡村（原二堡收费站）,0857-8639967,http://dealer.bitauto.com/100086154/index.html,
贵州万友汽车销售服务有限公司都匀分公司,贵州,贵州省都匀市开发区龙山大道,0854-8193089,http://dealer.bitauto.com/100040512/index.html,
贵州万友汽车销售服务有限公司乌当分公司,贵州,贵州省贵阳市新庄村水东路1号,0851-88554738,http://dealer.bitauto.com/100086724/index.html,
巴中万友汽车销售服务有限公司,四川,巴中市巴州区江北大道邮政局大楼底层门市,0827-5268955,http://dealer.bitauto.com/100080638/index.html,
成都万友翔宇汽车销售服务有限公司眉山分公司,四川,四川省眉山市东坡区三苏大道358号,028-38605588,http://dealer.bitauto.com/100034040/index.html,
成都万友经济技术开发总公司资阳分公司,四川,四川省资阳市大千路长安汽车超市（拉丝厂对面）,028-26129127,http://dealer.bitauto.com/100036744/index.html,
云南万友汽车销售服务有限公司蒙自分公司,云南,云南省红河州蒙自市天马路延长线市人民医院对面,0873-3942287,http://dealer.xcar.com.cn/108974/,
重庆翔嘉汽车销售服务有限公司,重庆,重庆市万州区外贸路5号,023-58890010,,
开县翔嘉汽车销售服务有限公司,重庆,重庆市开县汉丰街道永兴社区迎宾路32号,023-52222633,,
四川省众诚实业有限责任公司,四川,四川省成都市成华区东三环二段85号华泰路口,028-84215038,,
内江市致坤汽车销售有限公司,四川,四川省内江市市中区汉渝大道616号附4号,,,
汶川宣池联盟汽车技术服务有限公司,四川,四川省阿坝藏族羌族自治州汶川县雁门乡,0837-6213888,,
广元希尔汽车销售服务有限公司,四川,四川省广元市利州区九广汽车园,0839-3226222,,
重庆万友经济发展有限责任公司,重庆,重庆市南岸区海峡路中石油加油站旁,023-62780666,,
重庆骏福汽车销售有限公司,重庆,重庆市江津区双福工业园区拆迁安置综合楼A区1幢,023-47881299,,
重庆市涪陵梅林实业有限公司,重庆,重庆市涪陵区兴华西路44号（董家湾加油站旁）,023-72218666,,
重庆市安西商贸有限公司,重庆,重庆市荣昌县工业园区,023-46336333,,
重庆翔安汽车销售服务有限公司,重庆,重庆市綦江区文龙街道通惠大道56号嘉惠新城附18号至36号  ,023-48406999,,
重庆华江汽车服务有限公司,重庆,重庆市梁平县双桂街道开发区,023-53580518,,
贵州万友汽车销售服务有限公司毕节翔宇分公司,贵州,贵州省毕节市双山开发区小瓦路,0857-8639967,,
遵义晓安汽车贸易有限公司,贵州,遵义市海尔大道,0852-8420168,,
南充明云兴安车业有限公司,四川,南充市高坪区航空大道东顺路68号,0817-3357066,,
四川三禾快洁汽车服务有限公司,四川,四川省眉山市仁寿县仁寿大道延伸线汽车服务园,,,
重庆丰尚汽车销售有限公司汽博分公司,重庆,重庆市经开区经开园金渝大道99号附24号第一层,023-67468585,,
重庆世领汽车销售服务有限公司,重庆,重庆市合川区工业园区重庆市正腾实业有限公司北部汽车园7号房屋,,,
重庆商社汽车贸易有限公司,重庆,重庆市永川区回龙大道9-2号,,,
云南万友汽车销售服务有限公司腾冲分公司,云南,云南省保山市腾冲县腾越镇华严路口腾冲金马中运汽车城内,0875-5167866,,
重庆长安专用汽车有限公司,重庆,重庆市渝北区龙溪镇松牌路100号,023-61891680,,
鄂尔多斯市鑫安诚汽车销售有限公司,内蒙古,内蒙古鄂尔多斯市东胜区塔拉壕镇铜川汽车城,0477-3993318,http://dealer.autohome.com.cn/71324,
赤峰富雅迪工贸有限公司,内蒙古,内蒙古赤峰市红山区桥北区物流园购置税大厅北200米,0476-8772529,http://dealer.autohome.com.cn/68779,
巴彦淖尔市洪兴汽贸有限责任公司,内蒙古,内蒙古巴彦淖尔市保税物流园区,0478-8220088,http://dealer.autohome.com.cn/123092,
包头市盛世金安汽车销售服务有限公司,内蒙古,内蒙古包头市稀土高新区稀土路21号,0472-5212777,http://dealer.autohome.com.cn/2005186,
锡林浩特市恒瑞汽车销售服务有限公司,内蒙古,内蒙古锡林浩特市火车站北400米二连路利丰汽车园区内,0479-6981118,http://dealer.autohome.com.cn/2028323,
内蒙古信达通汽车贸易有限公司,内蒙古,内蒙古呼和浩特市金海路与西二环交汇处西南角亿丰综合楼一楼,0471-3605528,http://dealer.autohome.com.cn/119541,
通辽市大鹏润达汽车贸易有限公司,内蒙古,通辽市经济技术开发区瑞丰汽贸物料园区L1区,0475-8883977,http://dealer.autohome.com.cn/2021766,
兴安盟龙翔汽车贸易有限公司,内蒙古,内蒙古乌兰浩特市北物流园区经五路汽贸城西侧门市,0482-8215678  ,http://dealer.autohome.com.cn/2018094,
包头市泓程贸易有限公司,内蒙古,内蒙古包头市稀土开发区稀土路恒通汽车城包头泓程长安轿车4S店,0472-5102654,http://dealer.autohome.com.cn/74802,
乌兰浩特市立扬汽车销售有限公司,内蒙古,内蒙古兴安盟乌兰浩特市新桥东街物流中心道北,0482-2230805,http://dealer.autohome.com.cn/2028280,
察右前旗金海龙工贸有限公司,内蒙古,内蒙古自治区乌兰察布市察哈尔汽贸园区内,0474-2263111,http://dealer.autohome.com.cn/2005417,
哈尔滨市昊业汽车销售有限公司,黑龙江,黑龙江省哈尔滨市平房区哈南工业新城松花路西侧,0451-51871777,http://dealer.autohome.com.cn/10743,
大连汽贸集团盛泽汽车销售服务有限公司,辽宁,辽宁省大连市甘井子区华东路45号,0411-86602186,http://dealer.autohome.com.cn/125622,
大连润泽汽车销售服务有限公司,辽宁,辽宁省大连市华北路429号B区,0411-82288800,http://dealer.autohome.com.cn/2021502,
营口华瑞汽车销售服务有限公司,辽宁,辽宁省营口市工农路61号,0417-662999,http://dealer.autohome.com.cn/129178,
大庆市盛鑫汽车销售维修有限公司,黑龙江,黑龙江省大庆市高新区庆新大街9号,0459-8106488,http://dealer.autohome.com.cn/77274,
延吉市东山汽车贸易有限公司,吉林,延吉市人民路东端南侧热电厂斜对面,0433-2619111,http://dealer.autohome.com.cn/2019080,
吉林省华泽汽车贸易有限公司,吉林,吉林省长春市经济技术开发区欧美工业园15号楼,0431-81711777,http://dealer.autohome.com.cn/121753,
长春市建达汽车销售服务有限公司,吉林,长春市汽车产业开发区长沈路与西四环路交汇,0431-88452888,http://dealer.autohome.com.cn/2021612,
松原建达汽车销售服务有限公司,吉林,松原市江南工业园区松原大路0009号,0438-2662999,http://dealer.autohome.com.cn/2026149,
辽宁宇宸汽车销售有限公司,辽宁,辽宁省沈阳市沈河区东陵西路46-1号,024-88413222,http://dealer.autohome.com.cn/12091,
朝阳鑫汇丰汽车销售有限公司,辽宁,辽宁省朝阳市柳城镇腰而营子村1C号整座,0421-7285999,http://dealer.autohome.com.cn/2021683,
铁岭华盛汽车销售服务有限公司,辽宁,辽宁省铁岭市铁岭县经济开发区机动车交易市场园区长江路7号,024-79090777,http://dealer.autohome.com.cn/2020234,
丹东长汇汽车销售服务有限公司,辽宁,辽宁省丹东市振兴区花园路26号,0415-2255678,http://dealer.autohome.com.cn/2028267,
哈尔滨鑫长安汽车销售有限公司,黑龙江,哈尔滨市道里区机场路30号,0451-84359866,http://dealer.autohome.com.cn/99678,
哈尔滨畅路汽车销售有限公司,黑龙江,黑龙江省哈尔滨市哈同工路2.5公里处,0451-82046677,http://dealer.autohome.com.cn/2028859,
齐齐哈尔市世宇汽车销售有限公司,黑龙江,黑龙江省齐齐哈尔铁锋区联通大道汽贸城309-6号,0452-2584111,http://dealer.autohome.com.cn/68872,
绥化市汇鑫汽车销售有限公司,黑龙江,黑龙江省绥化市北林区二号路与科研路交叉口温馨家园西侧地块,0455-6880626,http://dealer.autohome.com.cn/2021830,
延边金凯汽车销售服务有限公司,吉林,吉林省延吉市长白山东路1198号门市,0433-5080777,http://dealer.autohome.com.cn/2003450,
长春市睿铭汽车贸易有限公司,吉林,吉林省长春市绿园区普阳街路58号,0431-87615877,http://dealer.autohome.com.cn/124115,
吉林市长星汽车贸易有限责任公司,吉林,吉林省吉林市吉丰东路,0432-66189500,http://dealer.autohome.com.cn/99692,
松原市子余汽车销售有限公司,吉林,吉林省松原市经济技术开发区镜湖区青年大街1350号（单家围子建材市场西200米）,0438-2163336,http://dealer.autohome.com.cn/2231,
白城市鹏宇车展有限公司,吉林,吉林省白城市幸福南大街立交桥北,0436-3673688,http://dealer.autohome.com.cn/14418,
通化兆元汽车销售服务有限公司,吉林,吉林省通化市新胜北路928号,0435-3443555,http://dealer.autohome.com.cn/2005518,
辽宁华威汽车销售服务有限公司,辽宁,沈阳市铁西区北二中路33-1号,024-25529777,http://dealer.autohome.com.cn/11783,
大连瑞霖汽车贸易有限公司,辽宁,大连市甘井子区北市汽车城A区2号楼,0411-86519111,http://dealer.autohome.com.cn/128478,
大连新美联盛金汽车销售服务有限公司,辽宁,大连市甘井子区迎金路20号,0411-86748888,http://dealer.autohome.com.cn/2021295,
锦州金帝汽车销售服务有限公司,辽宁,辽宁省锦州市太和区果树农场薛东村213-1号,0416-2913333,http://dealer.autohome.com.cn/2003509,
绥中县经纬汽车销售有限公司,辽宁,辽宁省葫芦岛市绥中县马家新村219号,0429-6145666,http://dealer.autohome.com.cn/125179,
辽阳市鑫丰汽车销售服务有限公司,辽宁,辽宁省辽阳市宏伟区南环街,0419-2523333,http://dealer.autohome.com.cn/77321,
白山市城东名车销售服务有限公司,吉林,吉林省白山市浑江区北安大街288号,0439-3599000,http://dealer.autohome.com.cn/2021292,
佳木斯华澳汽车销售服务有限公司,黑龙江,佳木斯友谊路东段1号（西站社区）,0454-8778777,http://dealer.autohome.com.cn/99696,
辽宁宇宸汽车销售有限公司抚顺分公司,辽宁,辽宁省抚顺市望花区经济开发区丹东路西段83号,024-56798889,http://dealer.autohome.com.cn/100197,
四平建达汽车销售服务有限公司,吉林,吉林省四平市铁东区经济开发大路5777号,0434-5112777,http://dealer.autohome.com.cn/2019701,
阜新鹏跃汽车销售服务有限公司,辽宁,辽宁省阜新市经济开发区C路100号,0418-6682888,http://dealer.autohome.com.cn/123171,
青海金岛长福汽车销售有限公司,青海,青海西宁市东川工业园区昆仑东路6号,0971-8823235,http://dealer.autohome.com.cn/124458,
乌鲁木齐融汇天和汽车贸易有限公司,新疆,新疆乌鲁木齐市鲤鱼山北路1号赛博特国际汽车城B-02-02,0991-3638080,http://dealer.autohome.com.cn/2028893,
新疆汇众天悦汽车贸易有限公司,新疆,新疆乌鲁木齐市头屯河区头屯河公路2345号天恒基国际汽车文化城3-1,0991-3182000,http://dealer.autohome.com.cn/2025833,
喀什通工长安汽车销售服务有限公司,新疆,新疆喀什市深圳产业园创业八路,0998-2679000,http://dealer.autohome.com.cn/71538,
哈密万友汽车销售有限公司,新疆,新疆哈密市石油基地泽宇汽车城,0902-2370611,http://dealer.autohome.com.cn/79222,
伊犁海恒汽车销售服务有限公司,新疆,新疆伊宁市巴彦岱镇中亚汽车博览中心,0999-8888300,http://dealer.autohome.com.cn/2021474,
新疆巴州恒瑞汽车贸易有限公司,新疆,新疆库尔勒市石化大道74号小区神州汽车城B区长安轿车4S店 ,0996-2161299,http://dealer.autohome.com.cn/12398,
阿克苏地区亚中机电有限公司,新疆,新疆阿克苏市交通路25号金土地汽车城十号厅,0997-7777789,http://dealer.autohome.com.cn/2005139,
新疆西峰源实业开发有限公司,新疆,新疆昌吉汽车城雪佛兰斜对面,0994-2330022,http://dealer.autohome.com.cn/2027144,
西宁鑫亚商贸有限公司,青海,青海省西宁市开发区金畅路6号,0971-4320488,http://dealer.autohome.com.cn/124519,
新疆汇众远达汽车贸易有限公司,新疆,在新疆乌鲁木齐市鲤鱼山北路1号新疆赛博特国际汽车城C07-1-01, 0991-6635511 ,http://dealer.autohome.com.cn/12472,
阿克苏笑好名谊汽车销售服务有限公司,新疆,新疆阿克苏市大欣汽车城（阿温大道）,0997-6819155,http://dealer.autohome.com.cn/105505,
乌鲁木齐市天和汽贸有限公司,新疆,新疆乌鲁木齐市苏州东街58号阳光嘉园一号,0991-6865656,http://dealer.autohome.com.cn/10045,
伊犁志宏商贸有限责任公司,新疆,新疆伊宁市西城区城西市场（中亚汽车博览中心）,0999-8888296,http://dealer.autohome.com.cn/2021754,
巴州英俊商贸有限公司,新疆,新疆维吾尔自治区库尔勒神州汽车城C区2栋,0996-5991666,http://dealer.autohome.com.cn/2018226,
乌海市佳利汽车服务有限责任公司,内蒙古,内蒙古乌海市海勃湾区海达西街15号,0473-2023414,http://dealer.bitauto.com/100080719/index.html,
内蒙古信生源汽车贸易有限公司,内蒙古,内蒙古呼和浩特市回民区海拉尔西路金源港汽配城东2号,0471-3960688,http://dealer.bitauto.com/100106653/index.html,
呼伦贝尔市大鹏睿达汽车贸易有限公司,内蒙古,内蒙古呼伦贝尔市海伊公路东侧利丰汽车园南侧,0470-2382101,http://dealer.bitauto.com/100058358/index.html,
吉林市长吉汽车贸易有限责任公司,吉林,吉林市高新区深圳街与海口路交会,0432-63139939,http://dealer.bitauto.com/100021139/index.html,
本溪市金煜机电设备有限公司,辽宁,本溪市卧龙镇水洞路一号,024-44637666,http://dealer.bitauto.com/100058354/index.html,
牡丹江神宇汽车销售有限公司,黑龙江,黑龙江省牡丹江市阳明区铁岭镇八面通街幸福路东（亿丰国际汽贸城）,0453-6320505,http://dealer.bitauto.com/100104357/index.html,
长春市慧通汽车贸易有限公司,吉林,吉林省长春市绿园区正阳街3858号,0431-87677188,http://dealer.bitauto.com/100008548/index.html,
鞍山众翔汽车销售服务有限公司,辽宁,辽宁省鞍山市千山区建设大道592号,0412-8264555,http://dealer.bitauto.com/100036500/index.html,
青海利恒汽车贸易有限公司,青海,青海省西宁市南川工业园区同安路,0971-4913888,http://dealer.bitauto.com/100119972/index.html,
哈密市振华经贸有限公司,新疆,新疆哈密市北出口恒安物流园东门,0902-2514888 ,http://dealer.bitauto.com/100106389/index.html,
通辽市鑫宝汽车销售服务有限公司,内蒙古,内蒙古通辽市河西经济技术开发区瑞丰物流园区,0475-8880006,http://dealer.xcar.com.cn/96661/,
赤峰市合辉汽车贸易有限公司,内蒙古,内蒙古赤峰市红山区桥北镇物流园区车管所北行300米,0476-8876580,http://dealer.xcar.com.cn/96544/,
辽源市利亨汽车销售有限公司,吉林,辽源市龙山区大苇塘村,0437-3298000,http://dealer.xcar.com.cn/92986/,
鄂尔多斯市信德汽车销售服务有限公司,内蒙古,内蒙古自治区鄂尔多斯市东胜区铜川镇飞龙汽车城1号,,,
七台河市益豪汽车销售服务有限责任公司,黑龙江,七台河市桃山区大明街128号,0464-8882333,,
吉林省信邦汽车工业产品贸易有限公司,吉林,吉林省长春市汽车产业开发区长沈公路3699号,--,,
吉林省汇融汽车销售服务有限公司,吉林,吉林省四平市铁东区南一经街与紫气大路交汇处北行200米,--,,
大兴安岭兴安汽车销售服务有限公司,黑龙江,黑龙江省大兴安岭地区加格达奇区长虹街阿加公路北,0457-2166000,,
朝阳县汇丰汽车销售有限公司,辽宁,朝阳市柳城镇郭家村二组0050号,0421-7285888,,
奎屯华驰汽车销售服务有限公司,新疆,新疆奎屯市迎宾大道12号大华国际汽车城,0992-7288111 ,,
喀什众力汽车销售服务有限公司,新疆,新疆喀什市昆仑大道96号,,,
西藏汽车工业贸易有限责任公司,西藏,西藏拉萨市罗布林卡路21号,0891-6837380,,
